,F,d,h1,h2,l,x
2017-10-26 08:22:00,20765.600819950592,0.04319939073781291,-0.014524565551645462,-0.013098321473759778,0.0014262440778856841,0.017002747790293357
2017-10-26 08:24:00,21060.466794686006,-0.013541948382922456,0.0013869202384248144,0.04471713228140694,0.043330212042982125,0.07589231617989142
2017-10-26 08:26:00,18864.96903889844,0.037092864026979463,-0.02444232500578323,-0.04655700772600942,-0.022114682720226188,-0.05602115142503937
2017-10-26 08:28:00,21342.897056708276,0.013715322027179191,0.04645722834029954,0.03136555053312712,-0.015091677807172424,0.07644642309343343
2017-10-26 08:30:00,18302.07422472138,-0.04105327010125231,-0.01686286382751704,-0.027047830668681293,-0.010184966841164253,-0.09514893143861489
2017-10-26 08:32:00,21864.965182383054,0.04798268175437327,0.003913804056354789,0.01911749477795449,0.015203690721599702,0.08621767131028225
2017-10-26 08:34:00,18406.265707237202,0.006252165525444019,-0.023898320818512744,-0.048628928373476155,-0.024730607554963414,-0.09100569122150828
2017-10-26 08:36:00,20631.474241203032,-0.0015102134274806306,0.030164799679465865,0.012742874582601017,-0.017421925096864847,0.023975535737721404
2017-10-26 08:38:00,17695.840911989642,0.033534449405712,-0.03150597661696272,-0.07109825820375776,-0.039592281586795036,-0.10866206700180352
2017-10-26 08:40:00,16968.687761411336,0.011801666370364935,-0.04634666352261107,-0.07691641986107488,-0.030569756338463806,-0.14203117335178483
2017-10-26 08:42:00,17442.243443337007,0.029513221657094982,-0.04164619190966573,-0.059912314385583344,-0.018266122475917614,-0.0903114071140717
2017-10-26 08:44:00,15682.401991783048,-0.03153789083731326,-0.04460073689169919,-0.08709610139682888,-0.04249536450512969,-0.20573009363097103
2017-10-26 08:46:00,20420.43669653882,-0.04885810877941942,-0.01672404245853261,0.027577182358370242,0.04430122481690285,0.006296255937321062
2017-10-26 08:48:00,19627.452479838725,0.04427876191750771,-0.0394643015602722,-0.029763159538351666,0.00970114202192053,-0.015247557159195624
2017-10-26 08:50:00,22046.463660972808,0.01682968284520403,-0.0001913648526139372,0.03614468676896353,0.036336051621577464,0.08911905638313108
2017-10-26 08:52:00,22655.614911982426,0.027134538706890463,0.018710088418470633,0.051693239886387216,0.03298315146791658,0.1305210184796649
2017-10-26 08:54:00,18063.795452630697,-0.02703516624788016,-0.03143878145232946,-0.0393462428956105,-0.007907461443281041,-0.10572765203910117
2017-10-26 08:56:00,19954.902052573194,-0.03699290237178618,0.04532195921569393,0.011331979201959469,-0.03398998001373446,-0.014328943967867241
2017-10-26 08:58:00,18024.315638612898,0.030091911736249838,-0.042157027223986704,-0.0700026111749606,-0.027845583950973887,-0.10991331061367135
2017-10-26 09:00:00,21582.870440040413,0.04988971860853979,0.01738067408057606,0.00551120606090965,-0.011869468019666408,0.06091213073035909
2017-10-26 09:02:00,21065.212719476687,-0.03017204548778636,-0.00719958321365928,0.02922356296558075,0.03642314617924003,0.028275080443375136
2017-10-26 09:04:00,18051.407243242833,-0.029901185552272825,-0.029117524952710694,-0.028257940640951128,0.0008595843117595661,-0.08641706683417508
2017-10-26 09:06:00,22022.849601442966,-0.017526404603890648,0.001631230827843444,0.05123904324434121,0.04960781241649777,0.08495168188479177
2017-10-26 09:08:00,22262.274059737065,-0.03972538709387511,0.043035812669957485,0.0841653616397805,0.041129548969823015,0.1286053361856859
2017-10-26 09:10:00,17720.028499997035,-0.021609115824154312,-0.0322643439988807,-0.05845100289133999,-0.026186658892459292,-0.1385111216068343
2017-10-26 09:12:00,18015.62367363821,0.040651614729234856,-0.03853372221871143,-0.08003825320412827,-0.041504530985416836,-0.11942489167902169
2017-10-26 09:14:00,21580.731365224965,0.026942788499002848,0.023682718885103066,0.03003525769836963,0.006352538813266563,0.0870133038957421
2017-10-26 09:16:00,22501.928411714372,-0.021854160033651315,0.03833622926124475,0.06634257722469568,0.02800634796345093,0.11083099441574004
2017-10-26 09:18:00,20145.16625227926,-0.021262771343853272,0.03564380442024115,0.013462669911901318,-0.02218113450833983,0.005662568479949365
2017-10-26 09:20:00,18421.61203994084,0.0033237327641436817,-0.02382010909159197,-0.046739295103182435,-0.022919186011590466,-0.09015485744222118
2017-10-26 09:22:00,18578.019466727048,-0.020378256534964515,0.015992254551162405,-0.028688382751694108,-0.04468063730285651,-0.07775502203835273
2017-10-26 09:24:00,20543.86885429613,-0.0016003787698693275,0.009210720260066488,0.02202465963314297,0.012813939373076483,0.042448940496416614
2017-10-26 09:26:00,21865.960006169193,0.03673803342295372,-0.0010215368241388023,0.03171860234895445,0.03274013917309325,0.10017523812086261
2017-10-26 09:28:00,19649.310917194496,0.025181197710163875,-0.0393045238515373,-0.015064820343626141,0.02423970350791116,-0.0049484429770884075
2017-10-26 09:30:00,17540.456284455377,-0.02548781167718771,-0.02943065350676575,-0.04444485725350849,-0.01501420374674274,-0.11437752618420469
2017-10-26 09:32:00,19797.139829219308,0.009974859983073334,-0.006859760515047476,-0.011787994038191786,-0.00492823352314431,-0.013601128093310239
2017-10-26 09:34:00,21599.53343359938,0.001132956873339086,0.047898033692178835,0.047695900851805896,-0.0002021328403729386,0.09652475857695088
2017-10-26 09:36:00,20448.38466066612,0.011934786437516234,-0.0204873999418317,0.0017367102849988325,0.022224110226830532,0.0154082070075139
2017-10-26 09:38:00,20181.939048348926,-0.009476624571385928,0.02493939577629667,0.004918541014657704,-0.020020854761638965,0.0003604574579294806
2017-10-26 09:40:00,15489.816125012612,-0.04429770492117835,-0.0448835094463636,-0.09100764657999694,-0.04612413713363333,-0.22631299808117222
2017-10-26 09:42:00,18643.21197266022,0.019426095132285215,0.002599890055863495,-0.041305600870112605,-0.0439054909259761,-0.06318510660794
2017-10-26 09:44:00,18577.28131845968,-0.01594241603564813,0.02729831379285448,-0.021498419705053992,-0.04879673349790847,-0.058939255445756115
2017-10-26 09:46:00,23919.123478197416,0.042437444505557184,0.030581322142254175,0.07321448875490413,0.04263316661264996,0.18886642201536546
2017-10-26 09:48:00,20540.137345485233,0.006609582259700653,-0.04706878550026194,0.0013178546326065785,0.048386640132868516,0.00924529152491381
2017-10-26 09:50:00,16788.64016782949,-0.04810967585368511,-0.018025829051216823,-0.06118037285016036,-0.04315454379894354,-0.17047042155400585
2017-10-26 09:52:00,18941.227512319263,0.03306539318663128,-0.04782337961945633,-0.041628299197452534,0.006195080422003799,-0.05019120520827379
2017-10-26 09:54:00,24712.10683461415,0.043258672997419007,0.03974027335207428,0.08947842389398813,0.049738150541913856,0.22221552078539528
2017-10-26 09:56:00,18987.614939729283,-0.03482022325305322,0.006469303026628806,-0.004442722599942224,-0.01091202562657103,-0.04370566845293767
2017-10-26 09:58:00,21047.539451874058,-0.012622921953638004,-0.0032028014007530886,0.029403815444729045,0.032606616845482134,0.046184708935820086
2017-10-26 10:00:00,19098.604502387592,-0.034749869200364915,-0.008901194920172217,-0.008437710302239457,0.00046348461793276063,-0.05162528980484383
2017-10-26 10:02:00,17985.50214583975,-0.022768213335764866,-0.01989182375783787,-0.042282547638041824,-0.022390723880203956,-0.1073333086118485
2017-10-26 10:04:00,19159.708721419724,0.034687814442037695,0.003335845445199284,-0.023785207936041896,-0.02712105338124118,-0.012882601430046096
2017-10-26 10:06:00,17875.418354324906,0.011652993973807105,-0.03872301519396845,-0.04801410284528376,-0.00929108765131531,-0.08437521171676042
2017-10-26 10:08:00,19428.228753983112,0.019504352092690594,0.0030102764557529346,-0.022294657618874794,-0.02530493407462773,-0.025084963145058994
2017-10-26 10:10:00,15571.613023767159,-0.011931781640294944,-0.04808540157983612,-0.09726490880168343,-0.04917950722184731,-0.2064615992436618
2017-10-26 10:12:00,19925.144258827346,0.045300757123257415,-0.014899430708825212,-0.015291274777581486,-0.0003918440687562738,0.014718207568094444
2017-10-26 10:14:00,20869.248412670444,0.007116763573036387,0.01550371977822923,0.008165370075598442,-0.007338349702630788,0.023447503724233272
2017-10-26 10:16:00,20786.992167934503,0.033080889166913735,0.004488348000943075,0.005249772759934476,0.0007614247589914011,0.04358043468678269
2017-10-26 10:18:00,20953.21793170756,0.04602174384038972,-0.03232384404754483,0.004802486901510118,0.037126330949054945,0.055626717643409956
2017-10-26 10:20:00,21429.92145955822,0.008488746585519,0.04730380086448725,0.02727817281467851,-0.020025628049808744,0.06304509221487602
2017-10-26 10:22:00,16681.380670671617,-0.0026347009382885825,-0.04457590028191665,-0.08405136767861576,-0.03947546739669912,-0.1707374362955201
2017-10-26 10:24:00,20969.411488029968,0.03806294526691843,0.04634439652009567,0.013551792233206343,-0.03279260428688933,0.06516652973333112
2017-10-26 10:26:00,19834.44125055781,-0.025504711532548043,-0.0020326460001620847,0.007511166717478222,0.009543812717640307,-0.010482378097591599
2017-10-26 10:28:00,20470.04915949574,-0.03425261343441531,0.03741800054904641,0.025697163140987696,-0.011720837408058717,0.01714171284756008
2017-10-26 10:30:00,17326.14790349823,-0.0018533418277971933,-0.013686922520789846,-0.061829054421536536,-0.04814213190074669,-0.12551145067087027
2017-10-26 10:32:00,20420.530966757247,-0.0014439469886710979,0.0036739783143772894,0.00599071791224335,0.0023167395978660604,0.010537488835815602
2017-10-26 10:34:00,22025.821272858,-0.0040228104271041384,0.01779943974224865,0.05035343176455673,0.032553992022308076,0.09668405310200931
2017-10-26 10:36:00,21441.44013720842,0.01829866767583649,0.03092231428620694,0.018780936856637065,-0.012141377429569875,0.05586054138911062
2017-10-26 10:38:00,18916.77589444146,-0.009905064459374655,-0.01863469989048571,-0.020466910818099655,-0.0018322109276139448,-0.050838886095573965
2017-10-26 10:40:00,19505.890582518932,-0.01629927856815907,-0.03631056360142009,-0.00908738293018501,0.02722318067123508,-0.03447404442852909
2017-10-26 10:42:00,20461.804100087626,0.020035074705502226,-0.04241243313898668,-0.006600883132140953,0.03581155000684573,0.0068333084412203204
2017-10-26 10:44:00,20830.37168045025,0.021319862621554525,-0.004822440561310995,-0.00916210920945374,-0.004339668648142746,0.0029956442026470437
2017-10-26 10:46:00,18203.292173448102,0.011125492945829055,-0.01461029808246428,-0.03356708560118457,-0.018956787518720288,-0.05600867825654009
2017-10-26 10:48:00,16930.780258249713,0.003911069725110537,-0.028541043049964666,-0.07644868674787493,-0.047907643697910264,-0.14898630377063932
2017-10-26 10:50:00,18697.364475304264,0.0054174241278536,0.008012298689458665,-0.028596667220562165,-0.03660896591002083,-0.05177591031327073
2017-10-26 10:52:00,18808.96084730268,0.04334073534521804,-0.01372041187193166,-0.04999492747812639,-0.03627451560619473,-0.056649119611034734
2017-10-26 10:54:00,19992.682168862357,-0.03908475269499056,-0.010725405417210641,0.003968197332565877,0.014693602749776519,-0.031148358029858804
2017-10-26 10:56:00,21151.853792030288,0.02126175605346109,-0.03312471730360332,0.016443275485711437,0.04956799278931476,0.05414830702488396
2017-10-26 10:58:00,18540.069343627558,-0.03270693713338091,0.0032855143069052267,-0.019906802191109994,-0.02319231649801522,-0.07252054151560089
2017-10-26 11:00:00,18058.245811909557,0.04078546553739565,-0.02877784467600113,-0.06648546730133927,-0.03770762262533814,-0.09218546906528288
2017-10-26 11:02:00,18460.139499927343,-0.043635900437888064,0.02111143017062532,-0.028221291232726847,-0.04933272140335217,-0.10007848290334176
2017-10-26 11:04:00,18883.278511003726,0.04191904661925357,-0.0019423493155039454,-0.05165467311179454,-0.04971232379629059,-0.06139029960433551
2017-10-26 11:06:00,20355.678672184404,0.028764355573167436,0.011435209918200614,-0.005812156880858246,-0.01724736679905886,0.017140041811450943
2017-10-26 11:08:00,21059.634867015204,0.0020078778754726856,0.008709416595287733,0.0332452668326422,0.024535850237354467,0.06849841154075709
2017-10-26 11:10:00,22140.70672850853,0.024683443655526827,0.026648470969443935,0.04277742530110451,0.016128954331660575,0.11023829425773585
2017-10-26 11:12:00,18608.99141262536,0.010422754701919924,-0.012769097103745929,-0.039598947208534095,-0.026829850104788167,-0.06877513971514826
2017-10-26 11:14:00,19867.365607997355,-0.040992131618655614,0.015647709437980897,0.02361939555641268,0.007971686118431784,0.006246659494169748
2017-10-26 11:16:00,21534.515709683317,0.021867527250062718,-0.02313968027880882,0.01953660418067492,0.04267628445948374,0.060940735611412555
2017-10-26 11:18:00,18201.423497262815,0.013809739059110065,-0.030547580865027138,-0.061752293326970846,-0.031204712461943708,-0.10969484759483163
2017-10-26 11:20:00,18714.854355100055,0.0005971659006204985,-0.000535465854954377,-0.03058132038674777,-0.030045854531793394,-0.060565474872875044
2017-10-26 11:22:00,22211.856785445423,0.033728126847136095,0.004511035850106947,0.03803799575285855,0.033526959902751605,0.1098041183528532
2017-10-26 11:24:00,19648.870322365026,-0.03742348351084895,-0.032906248165054,0.005248229952213079,0.03815447811726708,-0.02692702360642279
2017-10-26 11:26:00,23235.01623687914,-0.002538373997480789,0.044266226818963375,0.09106238371762401,0.04679615689866064,0.17958639343776722
2017-10-26 11:28:00,20748.193287851373,0.03424146050802694,-0.013483384110631526,0.01141205942953722,0.024895443540168746,0.05706557936710138
2017-10-26 11:30:00,18726.562143032006,0.034920966599385234,-0.02442975955098934,-0.044495308007584916,-0.020065548456595573,-0.0540696494157846
2017-10-26 11:32:00,20876.573526043685,-0.04297926311272791,0.03826107149709593,0.04688718011168964,0.00862610861459371,0.05079509711065137
2017-10-26 11:34:00,18966.39463944929,-0.013986691700408428,-0.0162667658666157,-0.024295819785615624,-0.008029053918999926,-0.06257833127163967
2017-10-26 11:36:00,19264.674564838006,-0.0009348048731673969,-0.044000547796913175,-0.018908551149316125,0.02509199664759705,-0.038751907171799646
2017-10-26 11:38:00,18763.97027159851,-0.03956063934857253,-0.04708276369286349,-0.0037382793838030004,0.04334448430906049,-0.04703719811617853
2017-10-26 11:40:00,18159.147746129296,0.0373191404247708,-0.018729993310738068,-0.060605641931210645,-0.04187564862047258,-0.08389214343765049
2017-10-26 11:42:00,16904.952888615848,0.0067115989905497594,-0.04238716622130914,-0.08233219056799473,-0.0399450243466856,-0.1579527821454397
2017-10-26 11:44:00,19858.588114742815,-0.016656044797227924,-0.003093727126948234,2.539045365944348e-05,0.0031191175806076776,-0.016605263889909037
2017-10-26 11:46:00,18782.530632608126,-0.041047112104351406,0.021308477705033954,-0.013035052687044718,-0.03434353039207867,-0.06711721747844085
2017-10-26 11:48:00,24161.477001128427,0.03171621623731832,0.036081085973038704,0.08496242654797154,0.04888134057493283,0.2016410693332614
2017-10-26 11:50:00,19433.050898691956,0.0052221420237864025,-0.016043319356158707,-0.027723183714589143,-0.011679864358430436,-0.050224225405391884
2017-10-26 11:52:00,20917.33526290912,-0.01448442247073052,0.03043493924833854,0.024258328994013617,-0.006176610254324921,0.03403223551729671
2017-10-26 11:54:00,18723.3849073247,0.039828594638436396,-0.028297087077733953,-0.06110647206603431,-0.032809384988300355,-0.08238434949363223
2017-10-26 11:56:00,22211.917845707834,-0.01574258858328066,0.03573374658835983,0.05302761618342876,0.017293869595068928,0.09031264378357685
2017-10-26 11:58:00,22040.433091729647,-0.03513613582255113,0.03875963717876155,0.04871389837133438,0.009954261192572832,0.06229166092011763
2017-10-26 12:00:00,19417.920481829005,-0.014953953668224898,-0.01843010703855428,-0.008070820782161037,0.010359286256393242,-0.03109559523254697
2017-10-26 12:02:00,23710.809743141286,0.03930386238608917,0.02894863557582128,0.07688052904590896,0.04793189347008768,0.19306492047790708
2017-10-26 12:04:00,19591.814661879027,-0.047289763813836906,0.013449158993892804,0.024363975919108494,0.01091481692521569,0.0014381880243800813
2017-10-26 12:06:00,20923.132396940095,-0.002010175340864874,0.03730189172906524,0.02870882788018774,-0.008593063848877501,0.05540748041951061
2017-10-26 12:08:00,20212.72597178137,0.04122509937709526,0.010833615996908429,-0.007548385248061618,-0.018382001244970046,0.026128328880972024
2017-10-26 12:10:00,21034.90292356964,-0.03434300162178437,0.017038997441524872,0.045601756471989524,0.02856275903046465,0.056860511322194676
2017-10-26 12:12:00,18816.723459062996,-0.0029179471171144264,-0.0047930708003084965,-0.022165962055499533,-0.017372891255191036,-0.04724987122811349
2017-10-26 12:14:00,17478.488595976807,0.009635814340778835,-0.033135304846408004,-0.07591050145943606,-0.04277519661302807,-0.14218518857809329
2017-10-26 12:16:00,22619.27679295978,0.0478209385819504,0.03485771122498571,0.04001377100020823,0.005156059775222523,0.12784848058236686
2017-10-26 12:18:00,20548.411352197796,0.009513511544253464,0.027088771885325477,0.011567635723545772,-0.015521136161779706,0.03264878299134501
2017-10-26 12:20:00,17976.404113046927,0.0017118958950177107,-0.034172825054330835,-0.05001450449460431,-0.015841679440273475,-0.09831711309419092
2017-10-26 12:22:00,20824.458392012493,-0.043168844498105464,0.027293949301852458,0.0342851226365788,0.00699117333472634,0.02540140077505213
2017-10-26 12:24:00,19931.078550344795,-0.04882558463676635,-0.008797831598805261,0.02700331174682706,0.03580114334563232,0.005181038856887768
2017-10-26 12:26:00,16389.618636026724,-0.044002437223450486,-0.04601016061838192,-0.06516598677699979,-0.019155826158617873,-0.17433441077745007
2017-10-26 12:28:00,19362.37205945943,-0.04676211548907801,-0.027012064450483986,0.0046487186641149675,0.03166078311459895,-0.03746467816084807
2017-10-26 12:30:00,19763.63876032617,0.02637951083303873,-0.03281632233617533,-0.022444213891408972,0.01037210844476636,-0.018508916949779214
2017-10-26 12:32:00,17496.06776823803,-0.013631903597301785,-0.030171724730636996,-0.04982027559732802,-0.01964855086669102,-0.11327245479195783
2017-10-26 12:34:00,20439.30089255981,-0.03019269678306671,0.026586821865522733,0.031036182050956193,0.00444936018543346,0.03187966731884567
2017-10-26 12:36:00,22425.17997591568,-0.041693616201873285,0.0346580183300966,0.0821866958313205,0.0475286775012239,0.12267977546076772
2017-10-26 12:38:00,20194.930753935027,-0.03997231969356964,0.0019096697628641773,0.031771213483528515,0.029861543720664338,0.023570107273487392
2017-10-26 12:40:00,21849.79832430188,0.031456530998463114,0.01993796247683395,0.02459629095460484,0.004658328477770889,0.08064911290767279
2017-10-26 12:42:00,17164.365260914154,-0.008435625766930056,-0.027297124117716277,-0.07210903486654989,-0.04481191074883362,-0.15265369550002983
2017-10-26 12:44:00,19471.959669628228,0.00711274956824455,0.03901763535774169,-0.009864076612178072,-0.048881711969919764,-0.012615403656111593
2017-10-26 12:46:00,16768.719151351575,0.023523573177493665,-0.045365099620169394,-0.09462973677240426,-0.049264637152234864,-0.16573590036731484
2017-10-26 12:48:00,19176.72744997764,-0.007203660181930714,-0.02392119177998845,-0.021979898711586225,0.001941293068402225,-0.051163457605103164
2017-10-26 12:50:00,20543.77404795303,0.029920670972095664,-0.04906816141923838,-0.009589713327645716,0.03947844809159266,0.010741244316804233
2017-10-26 12:52:00,19610.463882584314,-0.046596673954337364,-0.03894429498303398,0.007223083308869824,0.0461673782919038,-0.03215050733659772
2017-10-26 12:54:00,19368.389887614172,-0.011441146660897683,-0.03777269623036681,0.002671959380654197,0.04044465561102101,-0.006097227899589289
2017-10-26 12:56:00,18435.701470798707,-0.04587752797915337,-0.03797206482000555,-0.014690312996003055,0.023281751824002495,-0.07525815397115948
2017-10-26 12:58:00,21036.886714225948,0.012304761457628807,0.041850177091342464,0.01861221654023227,-0.023237960551110194,0.049529194538093346
2017-10-26 13:00:00,20871.674714668563,0.017647037027527707,0.006343365404578215,0.003944339801951177,-0.0023990256026270376,0.02553571663143006
2017-10-26 13:02:00,21326.5578997986,0.0004961027071583995,0.020482428908848396,0.037829453894474604,0.017347024985626208,0.07615501049610761
2017-10-26 13:04:00,19882.651919221546,0.025326037693985268,-0.023282331038669737,-0.014874190187248115,0.008408140851421622,-0.004422342680510963
2017-10-26 13:06:00,21894.05957429026,-0.03443218275146925,0.022614506328791473,0.06317717186597335,0.04056266553718188,0.09192216098047745
2017-10-26 13:08:00,18248.876739118023,-0.028952254341455343,-0.03775112850941925,-0.035651522333767546,0.0020996061756517054,-0.10025529900899044
2017-10-26 13:10:00,17501.398399767586,-0.014955428615705924,-0.01871459537864225,-0.055426378876025494,-0.036711783497383244,-0.12580818636775692
2017-10-26 13:12:00,17260.990607598487,-0.027875142698979994,-0.007533207914383319,-0.05706064162147453,-0.04952743370709121,-0.14199642594192904
2017-10-26 13:14:00,17871.209198926877,0.03206504628706626,-0.030419425733306405,-0.07264783274004305,-0.04222840700673665,-0.11323061919301984
2017-10-26 13:16:00,19031.616724259165,0.0032022533292300898,-0.005446143454224749,-0.041612408236507435,-0.03616626478228269,-0.08002256314378478
2017-10-26 13:18:00,18574.699419191296,-0.026348188806101316,-0.02195910325816666,-0.024884142020415837,-0.0029250387622491783,-0.07611647284693299
2017-10-26 13:20:00,17480.12443101993,-0.009752031605175723,-0.024312222598691004,-0.06347059688218828,-0.03915837428349728,-0.1366932253695523
2017-10-26 13:22:00,20701.13666086581,0.03812507996065402,0.02657141198760149,0.0049957204085086734,-0.021575691579092816,0.04811652077767137
2017-10-26 13:24:00,17856.309846666256,-0.0031379554140163815,-0.039396093161590685,-0.03989190831714253,-0.0004958151555518459,-0.08292177204830145
2017-10-26 13:26:00,19576.047949676537,-0.04981677447540403,0.020546502662048688,0.012063660154333862,-0.008482842507714826,-0.025689454166736306
2017-10-26 13:28:00,19659.833529269603,-0.042112672926498645,0.00662812057688722,0.01533813388637413,0.008710013309486911,-0.011436405153750384
2017-10-26 13:30:00,22687.29295304526,0.013695328148909738,0.03644045850146542,0.057634616290594354,0.021194157789128934,0.12896456073009843
2017-10-26 13:32:00,18689.85224226433,-0.022606661953485277,-0.019195958537685822,-0.023838436398173995,-0.004642477860488173,-0.07028353474983327
2017-10-26 13:34:00,20552.532918620702,0.03886440348346952,0.0214928717649355,0.0163444316832791,-0.005148440081656401,0.07155326685002772
2017-10-26 13:36:00,21492.956709277605,0.047582966303304164,-0.005878592285580832,-0.00124386014257203,0.004634732143008802,0.045095246018160104
2017-10-26 13:38:00,20788.58170286471,-0.0008995730200441546,-0.02106829615037229,0.023317314680464003,0.044385610830836295,0.04573505634088385
2017-10-26 13:40:00,19373.582432496667,-0.0344388251635474,-0.010413432400379466,-0.007871062364704508,0.002542370035674958,-0.05018094989295641
2017-10-26 13:42:00,22060.63580290671,-0.029260626108164312,0.037355528393333004,0.05693002297070522,0.019574494577372217,0.08459941983324613
2017-10-26 13:44:00,19546.29315249714,0.009304461341350254,-0.011300551329422238,-0.01303554304576715,-0.0017349917163449122,-0.016766624750184048
2017-10-26 13:46:00,19702.796804402715,0.028275716062230796,-0.0033090856659278994,-0.00939060374471827,-0.006081518078790371,0.009494508572794255
2017-10-26 13:48:00,20403.81447348767,0.01621147612739879,0.030935590577821914,0.01332491180698795,-0.017610678770833964,0.04286129974137469
2017-10-26 13:50:00,20989.934027276737,0.014866128438548926,-0.012279280397386919,0.004106140697508212,0.01638542109489513,0.02307840983356535
2017-10-26 13:52:00,19502.584776860243,0.006413139829577599,0.020241734907454914,-0.0073257309596335,-0.027567465867088414,-0.008238322089689401
2017-10-26 13:54:00,23538.529151219987,0.04571796085939826,0.040832762017863844,0.07126066206930032,0.030427900051436474,0.1882392849979989
2017-10-26 13:56:00,22478.32404150823,0.04692042881778408,-0.003691521670353512,0.0412472898845076,0.04493881155486111,0.12941500858679927
2017-10-26 13:58:00,20651.697971835445,0.02150792974981408,-0.02156082287462533,0.0018405965151840828,0.023401419389809414,0.025189122780182246
2017-10-26 14:00:00,18903.337702931294,-0.045196704308458735,-0.044609977199005536,-0.001092183900179046,0.04351779329882649,-0.04738107210881683
2017-10-26 14:02:00,20248.15797440149,0.011398845496149092,-0.019663285014746693,0.011084285852553971,0.030747570867300664,0.033567417201257034
2017-10-26 14:04:00,21142.405502975398,-0.0021377061633653036,0.020902032661632028,0.030644778559899943,0.009742745898267915,0.05915185095643458
2017-10-26 14:06:00,19952.35513450044,0.01819492475926203,0.04167653756299265,-0.004774919095604908,-0.04645145665859756,0.008645086568052213
2017-10-26 14:08:00,20062.797618018125,0.045509885699006256,0.006307988001181972,-0.008878812209842504,-0.015186800211024476,0.027752261279321247
2017-10-26 14:10:00,17106.84046100594,0.011066663884471827,-0.03797741727432974,-0.07859330047288383,-0.040615883198554095,-0.14611993706129583
2017-10-26 14:12:00,18579.638457631372,-0.012376564009370164,-0.01942946425417056,-0.029249079469879993,-0.009819615215709433,-0.07087472294913015
